5 factors
1,169
2,1767
3,17481
4,35852
5,7849
6,28234
7,>500000
8 factors
1,235
2,2494
3,50403
100 factors
1,2764
1,2754
2,37650
5 again
1,232
2,1756
3,17488
4,36208
5,8128
6,28561
7,879492
1,3621
1,54229
1,39445
2,3510
1,300
1,185
1,2874
1,316
1,296
1,34524
1,702
1,7114
1,37372
1,82503
1,42789
1,1906
1,387
1,314
1,1041
1,911
1,8446
1,9414
1,10101
1,95832
